"SOURCE_JOB_NUMBER","SOURCE_LINE_NUMBER","ITEM_CODE","NAME","QUANTITY","UNIT_PRICE","SOURCE_TYPE"
JCK04081,1,M00002,R/R CVT OIL AND FILTER,1,120,Labor
JCK04081,2,PAR6703000021,JAC CVT OIL 1 LTR,4,78.5,Part
JCK04081,3,PAR6703000076,CVT FILTER ASSY,1,412,Part
JCK04081,4,PAR6703000025,A/C FILTER,1,65,Part
JCK04082,1,M00000,"R/R ATF OIL , ATF FILTER AND GASKET",1.2,120,Labor
JCK04082,2,PAR1304000001,CVT FLUID- MITSUBISHI,1,265,Part
JCK04082,3,PAR1301000185,ATF FILTER - LANCER,1,110,Part
JCK04082,4,PAR1306000133,ATF GASKET,1,60,Part
JCK04083,1,M00001,R/R AC FILTER,1,6,Labor
JCK04083,2,PAR1213000123,AC FILTER,1,20,Part
JCK04084,1,M00000,R/R AC FILTER,1,6,Labor
JCK04084,2,PAR9999006320,AIR FILTER,1,65,Part
JCK04085,1,M00004,R/R WIPER BLADE,1,6,Labor
JCK04085,2,PAR1101003518,"WIPER BLADE 18"" RGT",1,7,Part
JCK04085,3,PAR1101003519,"WIPER BLADE 22"" RGT",1,7,Part
JCK04086,1,M00000,R/R AC FILTER,1,6,Labor
JCK04086,2,PAR9999006320,AIR FILTER,1,68,Part
JCK04087,1,M00000,R/R AC FILTER,1,6,Labor
JCK04087,2,PAR1511000031,"AC FILTER,CAPTIVA 25",1,80,Part
JCK04088,1,M00000,R/R AC FILTER,1,6,Labor
JCK04088,2,PAR7501000056,AC FILTER,1,80,Part
JCK04089,1,M00000,R/R AC FILTER,1,6,Labor
JCK04089,2,PAR1304000336,A/C FILTER,1,20,Part
JCK04090,1,M00000,LUBE SERVICE,1,65.13,Labor
JCK04090,2,"9999",CONSUMABLES,1,10,Consumable
JCK04090,3,PAR1201001330,OIL FILTER,1,17.367,Part
JCK04090,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3,14.75,Part
JCK04091,1,M00000,LUBE SERVICE,1,65.13,Labor
JCK04091,2,"9999",CONSUMABLES,1,10,Consumable
JCK04091,3,PAR1201001330,OIL FILTER,1,17.367,Part
JCK04091,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3,14.75,Part
JCK04092,1,M00005,R/R WIPER BLADE & AC FILTER,1,6,Labor
JCK04092,2,PAR9999006189,"WIPER BLADE 14"" MITO",1,7,Part
JCK04092,3,PAR1101003518,"WIPER BLADE 18"" RGT",1,7,Part
JCK04092,4,PAR1202000190,A/C FILTER,1,20,Part
JCK04093,1,M00000,AC GAS TOP UP,1,120,Labor
JCK04093,2,"9999",AC GAS,1,80,Consumable
JCK04094,1,M00000,LUBE SERVICE,1,186.11,Labor
JCK04094,2,"9999",CONSUMABLES,1,10,Consumable
JCK04094,3,PAR1518000009,OIL FILTER,1,18.89,Part
JCK04094,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4,14.75,Part
JCK04095,1,M00004,ENGINE FLUSHING CHARGES,1,120,Labor
JCK04095,2,PAR9999002799,ENGINE FLUSHING OIL TOTAL,1,56.25,Part
JCK04096,1,M00000,LUBE SERVICE,1,65.13,Labor
JCK04096,2,PAR1201001330,OIL FILTER,1,17.367,Part
JCK04096,3,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3,14.75,Part
JCK04096,4,"9999",CONSUMABLES,1,10,Consumable
JCK04097,1,M00004,LUBE SERVICE,1,103.49,Labor
JCK04097,2,"9999",CONSUMABLES,1,10,Consumable
JCK04097,3,PAR1302000283,OIL FILTER,1,59.01,Part
JCK04097,4,LUB1101000797,"15W40 RUBIA WORKS 1000 DIESEL ENGINE OIL(BULK)",9,14.75,Part
JCK04098,1,M00000,R/R AC FILTER,1,6,Labor
JCK04098,2,PAR7501000056,AC FILTER,1,80,Part
JCK04099,1,B17001,R/R FRONT BUMPER,3.75,95,Labor
JCK04099,2,"9999",CONSUMABLES,1,10,Consumable
JCK04099,3,"9999",PAINT AND THINNERS,1,25,Consumable
JCK04099,4,"9999",Labour EXCESS,1,58.75,O
JCK04100,1,B17002,R/R FRONT LHS FENDER,2.5,95,Labor
JCK04100,2,"9999",CONSUMABLES,1,10,Consumable
JCK04100,3,"9999",PAINT AND THINNERS,2,25,Consumable
JCK04100,4,"9999",Labour EXCESS,1,102.5,O
JCK04101,1,M00000,R/R AC FILTER,1,6,Labor
JCK04101,2,PAR1213000123,AC FILTER,1,20,Part
JCK04102,1,M00004,R/R WIPER BLADE,1,6,Labor
JCK04102,2,PAR6701000108,WIPER BLADE LH JAC NG,1,25,Part
JCK04102,3,PAR6701000109,WIPER BLADE RH JAC NG,1,25,Part
JCK04103,1,M00000,"R/R ATF OIL, ATF FILTER AND GASKET",1.2,120,Labor
JCK04103,2,PAR1316000136,AUTOMETIC TRANSMISSION FLUID,1,510,Part
JCK04103,3,PAR1316000134,ATF FILTER VALVE BODY,1,88,Part
JCK04103,4,PAR1316000152,"TRANSMISSION OIL FILTER GASKET, XPANDER",1,38,Part
JCK04103,5,PAR1304000336,A/C FILTER,1,20,Part
JCK04103,6,PAR1101003518,"WIPER BLADE 18"" RGT",1,7,Part
JCK04103,7,PAR1101003519,"WIPER BLADE 22"" RGT",1,7,Part
JCK04104,1,M00000,LUBE SERVICE,1,81.93,Labor
JCK04104,2,"9999",CONSUMABLES,1,10,Consumable
JCK04104,3,PAR2304000043,OIL FILTER,1,6.815,Part
JCK04104,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCK04105,1,M00005,R/R FT BRAKE PAD & DISC SKIMMING,1,148.5,Labor
JCK04105,2,PAR2304000023,"BRAKE PAD,FT",1,185,Part
JCK04105,3,SLK00532,DISC SKIMMING CHARGES,1,31.5,Service
JCK04105,4,M00009,RR BRAKE PAD/SHOE CLEANED AND ADJSUTED,1,120,Labor
JCK04106,1,M00000,LUBE SERVICE,1,123.16,Labor
JCK04106,2,"9999",CONSUMABLES,1,10,Consumable
JCK04106,3,PAR1117000001,OIL FILTER,1,12.075,Part
JCK04106,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,14.75,Part
JCK04107,1,B17013,R/R BONNET,9,95,Labor
JCK04107,2,B17001,R/R FRONT BUMPER,12.67,95,Labor
JCK04107,3,PAR1304000208,FRONT BUMPER ASSY,1,392,Part
JCK04107,4,PAR1304000212,SHOW GRILL,1,168,Part
JCK04107,5,PAR1304000353,FT LH LOWER BUMPER CHROME,1,52.5,Part
JCK04107,6,PAR1304000355,FT RH BUMPER UPPER CHROME,1,52.5,Part
JCK04107,7,PAR1304000289,FR LHS UPPER BUMPER CHROME,1,52.5,Part
JCK04107,8,PAR1304000207,LHS HEAD LIGHT ASSY,1,392,Part
JCK04107,9,PAR1304000128,"BRACKET,FR BUMPER,LH",1,7.35,Part
JCK04107,10,PAR1304000094,"GARNISH,FR BUMPER, RH",1,43.428,Part
JCK04107,11,PAR1304000150,SHOW GRILL LOGO,1,49.35,Part
JCK04107,12,PAR1304000274,FR LHS FENDER LINER,1,42,Part
JCK04107,13,"9999",CONSUMABLES,1,10,Consumable
JCK04107,14,"9999",PAINT AND THINNERS,2,25,Consumable
JCK04107,15,"9999",PAINT AND THINNERS,1,300,Consumable
JCK04107,16,"9999",Labour EXCESS,1,29.72,O
JCK04108,1,B17025,R/R RHS OUTER RUNNING BOARD,5.33,95,Labor
JCK04108,2,"9999",CONSUMABLES,1,10,Consumable
JCK04108,3,"9999",PAINT AND THINNERS,2,25,Consumable
JCK04108,4,"9999",Labour EXCESS,1,33.65,O
JCK04109,1,M00000,LUBE SERVICE,1,55.1,Labor
JCK04109,2,"9999",CONSUMABLES,1,10,Consumable
JCK04109,3,PAR6701000012,ENGINE OIL FILTER,1,39.9,Part
JCK04109,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4,14.75,Part
JCK04110,1,M00002,R/R CVT OIL & CVT FILTER 	,1,95,Labor
JCK04110,2,PAR6703000021,JAC CVT OIL 1 LTR,4,78.5,Part
JCK04110,3,PAR6703000076,CVT FILTER ASSY,1,412,Part
JCK04110,4,PAR6703000013,SPARK PLUG,4,45,Part
JCK04110,5,PAR6703000025,A/C FILTER,1,65,Part
JCK04110,6,PAR6703000014,AIR FILTER,1,95,Part
JCK04110,7,M00007,R/R SPARK PLUG AND THROTTLE BODY CLEANED 	,2,95,Labor
JCK04111,1,M00000,R/R AC CONDENSOR FAN MOTOR,1.5,120,Labor
JCK04111,2,PAR1304000166,"MOTOR , A/C CONDENSOR FAN",1,365,Part
JCK04111,3,PAR9999006212,B-182431	ROOF BULB,2,10,Part
JCK04111,4,"9999",AC GAS,1,80,Consumable
JCK04111,5,M00002,AC GAS TOP UP,1,120,Labor
JCK04112,1,M00000,R/R DIESEL RETURN PIPE,2,125,Labor
JCK04112,2,PAR1318000091,DIESEL RETURN PIPE,1,300,Part
JCK04112,3,LUB9999002786,TRANSMISSION OIL (85W90),7,15,Part
JCK04112,4,M00006,R/R GEAR & DIFFERENTIAL OIL,1,125,Labor
JCK04113,1,M00000,LUBE SERVICE,1,40.62,Labor
JCK04113,2,"9999",CONSUMABLES,1,10,Consumable
JCK04113,3,PAR1220000005,"FILTER, OIL",1,15.624,Part
JCK04113,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,14.75,Part
JCK04114,1,M00003,AC GAS TOP UP,1,120,Labor
JCK04114,2,"9999",AC GAS,1,80,Consumable
JCK04114,3,PAR1206000634,AC FILTER,1,20,Part
JCK04115,1,B17016,R/R FRONT BUMPER,6.67,95,Labor
JCK04115,2,B17002,R/R FRONT LHS FENDER,5,95,Labor
JCK04115,3,"9999",CONSUMABLES,1,10,Consumable
JCK04115,4,"9999",PAINT AND THINNERS,6,25,Consumable
JCK04115,5,"9999",Labour EXCESS,1,331.35,O
JCK04116,1,M00002,LUBE SERVICE,1,104.24,Labor
JCK04116,2,"9999",CONSUMABLES,1,10,Consumable
JCK04116,3,PAR2304000043,OIL FILTER,1,17,Part
JCK04116,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3.5,14.75,Part
JCK04117,1,M00000,LUBE SERVICE,1,339.05,Labor
JCK04117,2,"9999",CONSUMABLES,1,10,Consumable
JCK04117,3,PAR9999005491,ELEMENT OIL FILTER - ISUZU,1,40.95,Part
JCK04117,4,LUB1101000797,"15W40 RUBIA WORKS 1000 DIESEL ENGINE OIL(BULK)",8,14.75,Part
JCK04118,1,M00004,LUBE SERVICE,1,124.83,Labor
JCK04118,2,"9999",CONSUMABLES,1,10,Consumable
JCK04118,3,PAR6704000120,OIL FILTER,1,50.169,Part
JCK04118,4,LUB1101000797,"15W40 RUBIA WORKS 1000 DIESEL ENGINE OIL(BULK)",8,14.75,Part
JCK04119,1,M00000,R/R CVT OIL,1.1,95,Labor
JCK04119,2,PAR1202000875,CVT-NS3,1,310,Part
JCK04119,3,PAR9999000812,SPARK PLUG,4,45,Part
JCK04119,4,PAR1202000190,A/C FILTER,1,20,Part
JCK04119,5,PAR1101003519,"WIPER BLADE 22"" RGT",1,7,Part
JCK04119,6,PAR9999004746,WIPER BLADE 16,1,7,Part
JCK04119,7,M00005,R/R SPARK PLUG AND THROTTLE BODY CLEANED,2,95,Labor
JCK04120,1,M00000,VEHICLE TRANSFERRED TO SHARJAH WORKSHOP FOR REPAIR.,0,95,Labor
JCK04121,1,M01009,O/CLEAN THROTTLE BODY,2,95,Labor
JCK04121,2,PAR9999005752,SPARK PLUG,4,20,Part
JCK04122,1,M00000,R/R FT BRAKE PAD & DISC SKIMMING,1,111,Labor
JCK04122,2,PAR6703000019,FRONT BRAKE PAD,1,285,Part
JCK04122,3,PAR6703000020,REAR BRAKE PAD,1,210,Part
JCK04122,4,PAR6701000108,WIPER BLADE LH JAC NG,1,25,Part
JCK04122,5,PAR6701000109,WIPER BLADE RH JAC NG,1,25,Part
JCK04122,6,SLK00524,DISC SKIMMING CHARGES,1,31.5,Service
JCK04122,7,M00005,R/R RR BRAKE PAD AND HAND BRAKE ADJUSTED,0.7,95,Labor
JCK04123,1,M00000,R/R FT BRAKE PAD & DISC SKIMMING,1,111,Labor
JCK04123,2,PAR1304000612,FT BRAKE PAD,1,60,Part
JCK04123,3,PAR1301000081,"SHOE SET,REAR BRAKE",1,110,Part
JCK04123,4,PAR9999004746,WIPER BLADE 16,1,7,Part
JCK04123,5,PAR1101003300,"WIPER BLADE 20"" MITO",1,7,Part
JCK04123,6,PAR9999000438,DRIVE BELT MIT ATTARGE 2014,1,85,Part
JCK04123,7,SLK00526,DISC SKIMMING CHARGES,1,31.5,Service
JCK04123,8,M00005,R/R RR BRAKE SHOE AND HAND BRAKE ADJUSTED,0.7,95,Labor
JCK04123,9,M00008,R/R DRIVE BELT,1.1,95,Labor
JCK04124,1,M00000,R/R AC HIGH PRESSURE PIPE,1,42.5,Labor
JCK04124,2,PAR1304000625,"AC HIGH PRESSURE PIPE , MITS ATTRAGE",1,195.615,Part
JCK04124,3,PAR1304000620,"AC COMPRESSOR (VALEO), MITS ATTRAGE",1,932.63,Part
JCK04124,4,PAR1304000604,AC CONDENSOR,1,294,Part
JCK04124,5,PAR1304000572,AC EXPANSION VALVE,1,57.75,Part
JCK04124,6,"9999",AC GAS,1,80,Consumable
JCK04124,7,"9999",CLEANING GAS,1,50,Consumable
JCK04124,8,M00002,R/R AC COMPRESSOR,1,182.5,Labor
JCK04124,9,M00001,R/R AC CONDENSOR,1,135,Labor
JCK04124,10,M00005,R/R AC EXPANSION VALVE,1,95,Labor
JCK04124,11,M00008,"AC GAS VACCUMING, LINE CLEANING AND GAS REFILLING",1,95,Labor
JCK04125,1,M00005,LUBE SERVICE,1,64.12,Labor
JCK04125,2,"9999",CONSUMABLES,1,10,Consumable
JCK04125,3,PAR9999002176,OIL FILTER NISSAN,1,18.375,Part
JCK04125,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3,14.75,Part
JCK04126,1,M00006,R/R CVT OIL,1.1,95,Labor
JCK04126,2,PAR1202000875,CVT-NS3,1,310,Part
JCK04126,3,PAR1202000073,FRT BRAKE PAD (MK D1261-01) NIS SUNNY,1,60,Part
JCK04126,4,SLK00531,DISC SKIMMING CHARGES,1,31.5,Service
JCK04126,5,PAR1101003647,"WIPER BLADE 16"" TENSAI",1,7,Part
JCK04126,6,PAR1101003527,"WIPER BLADE 22"" TENSAI",1,7,Part
JCK04126,7,M00009,R/R FT BRAKE PAD & DISC SKIMMING,1,111,Labor
JCK04126,8,M00007,RR BRAKE PAD/SHOE CLEANED AND ADJUSTED,0.7,95,Labor
JCK04127,1,M00002,R/R FT BRAKE PAD & DISC SKIMMING,1,111,Labor
JCK04127,2,PAR9999005751,A/C FILTER,1,68,Part
JCK04127,3,PAR1101003300,"WIPER BLADE 20"" MITO",1,7,Part
JCK04127,4,PAR9999004746,WIPER BLADE 16,1,7,Part
JCK04127,5,SLK00542,DISC SKIMMING CHARGES,1,31.5,Service
JCK04127,6,M00004,RR BRAKE PAD/SHOE CLEANED AND ADJUSTED,0.7,95,Labor
JCK04128,1,M00000,R/R CVT OIL,1.1,95,Labor
JCK04128,2,PAR1304000001,CVT FLUID- MITSUBISHI,1,260,Part
JCK04128,3,PAR9999004746,WIPER BLADE 16,2,7,Part
JCK04128,4,M00004,HAND BRAKE CLEANED AND ADJUSTED,0.7,95,Labor
JCK04129,1,M00000,R/R FT BRAKE PAD & DISC SKIMMING	,1,111,Labor
JCK04129,2,"9999",AC GAS,1,80,Consumable
JCK04129,3,PAR1304000612,FT BRAKE PAD,1,60,Part
JCK04129,4,PAR9999000438,DRIVE BELT MIT ATTARGE 2014,1,85,Part
JCK04129,5,PAR1301000081,"SHOE SET,REAR BRAKE",1,110,Part
JCK04129,6,PAR1304000336,A/C FILTER,1,20,Part
JCK04129,7,SLK00547,DISC SKIMMING CHARGES,1,31.5,Service
JCK04129,8,M00001,R/R RR BRAKE SHOE AND HAND BRAKE ADJUSTED	,0.7,95,Labor
JCK04129,9,M00005,R/R DRIVE BELT 	,1.1,95,Labor
JCK04129,10,M00009,AC GAS TOP UP	,1,95,Labor
JCK04130,1,M00002,"R/R CVT OIL, CVT FILTER AND PRESSURE FILTER",1.1,95,Labor
JCK04130,2,PAR9999005762,ATF OIL LTR,4,54.45,Part
JCK04130,3,PAR9999006014,SUCTION FILTER-TRANSMISSION,1,90,Part
JCK04130,4,PAR9999006186,CVT PRESSURE FILTER,1,45,Part
JCK04130,5,PAR9999005751,A/C FILTER,1,68,Part
JCK04131,1,M00005,R/R CVT OIL,1.1,95,Labor
JCK04131,2,PAR1304000001,CVT FLUID- MITSUBISHI,1,260,Part
JCK04131,3,PAR1304000336,A/C FILTER,1,20,Part
JCK04132,1,M00000,R/R CVT OIL AND BOTH CVT FILTER 	,1.2,120,Labor
JCK04132,2,PAR9999005762,ATF OIL LTR,4,54.45,Part
JCK04132,3,PAR9999006014,SUCTION FILTER-TRANSMISSION,1,80,Part
JCK04132,4,PAR9999006186,CVT PRESSURE FILTER,1,45,Part
JCK04132,5,PAR9999006320,A/C FILTER,1,90,Part
JCK04132,6,PAR9999006237,SPARK PLUG,4,20,Part
JCK04132,7,M00001,R/R SPARK PLUG AND THROTTLE BODY CLEAND 	,1,240,Labor
JCK04133,1,M00000,R/R CVT OIL,1.2,120,Labor
JCK04133,2,PAR1202000875,CVT-NS3,1,240,Part
JCK04133,3,PAR1213000135,"FRONT BRAKE PAD (MK), KICKS 24",1,135,Part
JCK04133,4,SLK00570,DISC SKIMMING CHARGES,1,31.5,Service
JCK04133,5,M00003,R/R FT BRAKE PAD & DISC SKIMMING,1,148.5,Labor
JCK04133,6,M00008,RR BRAKE PAD/SHOE CLENAED AND ADJUSTED,1,120,Labor
JCK04134,1,M00000,LUBE SERVICE,1,121.59,Labor
JCK04134,2,"9999",CONSUMABLES,1,10,Consumable
JCK04134,3,PAR1102000196,"OIL FILTER, INNOVA",1,13.65,Part
JCK04134,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,14.75,Part
JCK04135,1,M00003,R/R FT BRAKE PAD & DISC SKIMMING,1,148.5,Labor
JCK04135,2,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,145,Part
JCK04135,3,PAR1117000091,"TRANSMISSION OIL FILTER (STRAINER GEAR),T FORTUNER 2023",1,125,Part
JCK04135,4,PAR9999001845,ATF GASKET T.INNOVA,1,65,Part
JCK04135,5,PAR1101000871,AC FILTER,1,20,Part
JCK04135,6,SLK00525,DISC SKIMMING CHARGES,1,31.5,Service
JCK04135,7,M00004,RR BRAKE PAD AND HAND BRAKE CLEANED AND ADJUSTED,1,120,Labor
JCK04135,8,M00005,"R/R ATF OIL , ATF FILTER AND GASKET",1.2,120,Labor
JCK04136,1,M00001,R/R FT BRAKE PAD & DISC SKIMMING 	,1,148.5,Labor
JCK04136,2,PAR1518000073,RR BRAKE PAD,1,255,Part
JCK04136,3,PAR1511000033,"FRONT BRAKE PAD, CHEV. CAPTIVA",1,275,Part
JCK04136,4,PAR9999002801,BRAKE FLUID HBF4 500 ML,1,15,Part
JCK04136,5,SLK00541,DISC SKIMMING CHARGES,1,63,Service
JCK04136,6,M00006,R/R RR BRAKE PAD & DISC SKIMMING 	,1,148.5,Labor
JCK04137,1,M01009,O/CLEAN THROTTLE BODY,2,95,Labor
JCK04137,2,PAR9999000465,SPARK PLUG -MIT ATTRAGE/LANCER 2014-15,3,50,Part
JCK04137,3,PAR1304000336,A/C FILTER,1,20,Part
JCK04137,4,PAR1304000334,AIR FILTER,1,20,Part
JCK04138,1,M00005,R/R AIR FILTER,1,6,Labor
JCK04138,2,PAR6701000119,"AIR FILTER ELEMENT, JAC J7",1,95,Part
JCK04139,1,M00002,LUBE SERVICE,1,62.84,Labor
JCK04139,2,"9999",CONSUMABLES,1,10,Consumable
JCK04139,3,PAR1301000128,OIL FILTER,1,12.527,Part
JCK04139,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3.5,14.75,Part
JCK04140,1,M00005,R/R AC FILTER,1,6,Labor
JCK04140,2,PAR1304000336,A/C FILTER,1,20,Part
JCK04141,1,M00005,LUBE SERVICE,1,62.84,Labor
JCK04141,2,"9999",CONSUMABLES,1,10,Consumable
JCK04141,3,PAR1301000128,OIL FILTER,1,12.527,Part
JCK04141,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3.5,14.75,Part
JCK04142,1,M00003,R/R AC FILTER,1,6,Labor
JCK04142,2,PAR9999005751,A/C FILTER,1,68,Part
JCK04143,1,M00000,LUBE SERVICE,1,65.13,Labor
JCK04143,2,"9999",CONSUMABLES,1,10,Consumable
JCK04143,3,PAR1201001330,OIL FILTER,1,17.367,Part
JCK04143,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3,14.75,Part
JCK04144,1,M01009,O/CLEAN THROTTLE BODY,2,95,Labor
JCK04144,2,PAR9999005752,SPARK PLUG,4,20,Part
JCK04144,3,PAR9999005751,A/C FILTER,1,68,Part
JCK04144,4,PAR9999005750,AIR FILTER,1,112,Part
JCK04145,1,M00000,R/R CVT OIL AND CVT FILTER,1.2,120,Labor
JCK04145,2,PAR9999005762,ATF OIL LTR,4,54.45,Part
JCK04145,3,PAR9999006014,SUCTION FILTER-TRANSMISSION,1,95,Part
JCK04145,4,PAR9999006186,CVT PRESSURE FILTER,1,45,Part
JCK04145,5,PAR9999005751,A/C FILTER,1,90,Part
JCK04145,6,PAR9999005968,HB3 BULB,1,10,Part
JCK04145,7,PAR9999006222,BULB HOLDER - 9006 ( MICHIBA),1,10,Part
JCK04146,1,M00000,R/R CVT OIL 	,1.1,95,Labor
JCK04146,2,PAR1202000875,CVT-NS3,1,310,Part
JCK04146,3,PAR9999004746,WIPER BLADE 16,1,7,Part
JCK04146,4,PAR1101003300,"WIPER BLADE 20"" MITO",1,7,Part
JCK04146,5,PAR1202000190,A/C FILTER,1,20,Part
JCK04146,6,SLK00555,DISC SKIMMING CHARGES,1,31.5,Service
JCK04146,7,M00001,R/R FT BRAKE PAD & DISC SKIMMING	,1,111,Labor
JCK04146,8,M00005,RR BRAKE PAD/SHOE CLEANED AND ADJUSTED	,0.7,95,Labor
JCK04147,1,M00002,R/R FT BRAKE PAD & DISC SKIMMING	,1,148.5,Labor
JCK04147,2,PAR1310000022,FT. BRAKE PAD.,1,220,Part
JCK04147,3,PAR1309000119,RR BRAKE PAD,1,170,Part
JCK04147,4,SLK00545,DISC SKIMMING CHARGES,1,63,Service
JCK04147,5,M00008,R/R RR BRAKE PAD & DISC SKIMMING	,1,148.5,Labor
JCK04148,1,M00008,LUBE SERVICE,1,81.93,Labor
JCK04148,2,"9999",CONSUMABLES,1,10,Consumable
JCK04148,3,PAR2304000043,OIL FILTER,1,6.815,Part
JCK04148,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCK04149,1,M00009,ENGINE FLUSHING CHARGES,1,95,Labor
JCK04149,2,PAR9999002799,ENGINE FLUSHING OIL TOTAL,1,56.25,Part
JCK04150,1,M00009,R/R AC FILTER,1,6,Labor
JCK04150,2,PAR1202000190,A/C FILTER,1,20,Part
JCK04151,1,M00003,R/R CVT OIL & FILTER,1,95,Labor
JCK04151,2,PAR6703000021,JAC CVT OIL 1 LTR,4,78.5,Part
JCK04151,3,PAR6703000076,CVT FILTER ASSY,1,412,Part
JCK04151,4,PAR6703000025,A/C FILTER,1,65,Part
JCK04151,5,PAR6703000014,AIR FILTER,1,95,Part
JCK04152,1,M00005,LUBE SERVICE,1,76.78,Labor
JCK04152,2,"9999",CONSUMABLES,1,10,Consumable
JCK04152,3,PAR9999005545,OIL FILTER -MG,1,26.975,Part
JCK04152,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,Part
JCK04153,1,M00004,R/R CVT OIL & CVT FILTER AND CVT PRESSURE FILTER 	,1.1,95,Labor
JCK04153,2,PAR9999005762,ATF OIL LTR,4,54.45,Part
JCK04153,3,PAR9999006014,SUCTION FILTER-TRANSMISSION,1,90,Part
JCK04153,4,PAR9999006186,CVT PRESSURE FILTER,1,45,Part
JCK04153,5,PAR9999005752,SPARK PLUG,4,20,Part
JCK04153,6,PAR9999005751,A/C FILTER,1,68,Part
JCK04153,7,PAR9999005750,AIR FILTER,1,112,Part
JCK04153,8,PAR1101003647,"WIPER BLADE 16"" TENSAI",1,7,Part
JCK04153,9,PAR1101003646,"WIPER BLADE 20"" TENSAI",1,7,Part
JCK04153,10,M00005,THROTTLE BODY CLEANED AND SPARK PLUG REPLACED 	,2,95,Labor
JCK04154,1,M00004,LUBE SERVICE,1,65.28,Labor
JCK04154,2,"9999",CONSUMABLES,1,10,Consumable
JCK04154,3,PAR1201001330,OIL FILTER,1,17.367,Part
JCK04154,4,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3,14.7,Part
JCK04155,1,M00002,R/R CVT OIL AND CVT FILTER,1,120,Labor
JCK04155,2,PAR6703000020,REAR BRAKE PAD,1,285,Part
JCK04155,3,PAR6701000150,BRAKE BOOSTER & MASTER CYLINDER,1,430,Part
JCK04155,4,PAR9999002801,BRAKE FLUID HBF4 500 ML,2,15,Part
JCK04155,5,PAR6703000021,JAC CVT OIL 1 LTR,4,78.5,Part
JCK04155,6,PAR6703000076,CVT FILTER ASSY,1,412,Part
JCK04155,7,PAR6703000025,A/C FILTER,1,65,Part
JCK04155,8,PAR6703000014,AIR FILTER,1,95,Part
JCK04155,9,PAR6701000108,WIPER BLADE LH JAC NG,1,25,Part
JCK04155,10,PAR6701000109,WIPER BLADE RH JAC NG,1,25,Part
JCK04155,11,PAR6703000075,REAR GEAR MOUNTING,1,140,Part
JCK04155,12,PAR6703000070,GEAR MOUNTING,1,308,Part
JCK04155,13,PAR6703000097,ENGNE RH MOUNTING J,1,417,Part
JCK04155,14,SLK00595,DISC SKIMMING CHARGES,1,63,Service
JCK04155,15,M00003,R/R FT BRAKE PAD & DISC SKIMMING,1,148.5,Labor
JCK04155,16,M00004,"R/R RR BRAKE PAD, BRAKE BOOSTER , MASTER CYLINDER AND DISC SKIMMING",1,150,Labor
JCK04155,17,M00008,"R/R ENGINE RHS , LHS AND GEAR MOUNTING",1,181.5,Labor
JCK04156,1,M00002,R/R WIPER BLADE,1,6,Labor
JCK04156,2,PAR1101003519,"WIPER BLADE 22"" RGT",2,7,Part
JCK04157,1,M00002,R/R CVT OIL & CVT FILTER,1,95,Labor
JCK04157,2,PAR6703000021,JAC CVT OIL 1 LTR,4,78.5,Part
JCK04157,3,PAR6703000076,CVT FILTER ASSY,1,412,Part
JCK04157,4,PAR6703000025,A/C FILTER,1,65,Part
JCK04157,5,PAR6701000108,WIPER BLADE LH JAC NG,1,25,Part
JCK04157,6,PAR6701000109,WIPER BLADE RH JAC NG,1,25,Part
JCK04158,1,M00000,R/R CVT OIL,1.1,95,Labor
JCK04158,2,PAR1304000001,CVT FLUID- MITSUBISHI,1,260,Part
JCK04158,3,PAR1304000336,A/C FILTER,1,20,Part
JCK04159,1,M00000,R/R AC FILTER,1,6,Labor
JCK04159,2,PAR7501000056,AC FILTER,1,80,Part
JCK04160,1,B17007,R/R REAR BUMPER,2.5,95,Labor
JCK04160,2,B17030,R/R TAIL DOOR,2.83,95,Labor
JCK04160,3,"9999",CONSUMABLES,1,10,Consumable
JCK04160,4,"9999",PAINT AND THINNERS,4,25,Consumable
JCK04160,5,"9999",Labour EXCESS,1,133.65,O
JCK04161,1,B17013,R/R BONNET,19.08,95,Labor
